url,response,found_char_imgs,img_urls
http://www.getchu.com/soft.phtml?id=717393,200,True,"['http://www.getchu.com/brandnew/717393/c717393chara1.jpg', 'http://www.getchu.com/brandnew/717393/c717393chara2.jpg', 'http://www.getchu.com/brandnew/717393/c717393chara3.jpg']"
http://www.getchu.com/soft.phtml?id=740596,200,True,"['http://www.getchu.com/brandnew/740596/c740596chara1.jpg', 'http://www.getchu.com/brandnew/740596/c740596chara2.jpg', 'http://www.getchu.com/brandnew/740596/c740596chara3.jpg', 'http://www.getchu.com/brandnew/740596/c740596chara4.jpg', 'http://www.getchu.com/brandnew/740596/c740596chara5.jpg']"
http://www.getchu.com/soft.phtml?id=471125,200,True,"['http://www.getchu.com/brandnew/471125/c471125chara1.jpg', 'http://www.getchu.com/brandnew/471125/c471125chara2.jpg']"
http://www.getchu.com/soft.phtml?id=809839,200,True,"['http://www.getchu.com/brandnew/809839/c809839chara1.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara2.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara3.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara4.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara5.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara6.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara7.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara8.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara9.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara10.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara11.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara12.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara13.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara14.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara15.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara16.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara17.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara18.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara19.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara20.jpg', 'http://www.getchu.com/brandnew/809839/c809839chara21.jpg']"
http://www.getchu.com/soft.phtml?id=1294,200,True,"['http://www.getchu.com/brandnew/1294/c1294chara1.jpg', 'http://www.getchu.com/brandnew/1294/c1294chara2.jpg', 'http://www.getchu.com/brandnew/1294/c1294chara3.jpg', 'http://www.getchu.com/brandnew/1294/c1294chara4.jpg', 'http://www.getchu.com/brandnew/1294/c1294chara5.jpg', 'http://www.getchu.com/brandnew/1294/c1294chara6.jpg']"
http://www.getchu.com/soft.phtml?id=24517,200,True,"['http://www.getchu.com/brandnew/24517/c24517chara1.jpg', 'http://www.getchu.com/brandnew/24517/c24517chara2.jpg', 'http://www.getchu.com/brandnew/24517/c24517chara3.jpg', 'http://www.getchu.com/brandnew/24517/c24517chara4.jpg', 'http://www.getchu.com/brandnew/24517/c24517chara5.jpg', 'http://www.getchu.com/brandnew/24517/c24517chara6.jpg', 'http://www.getchu.com/brandnew/24517/c24517chara7.jpg', 'http://www.getchu.com/brandnew/24517/c24517chara8.jpg']"
http://www.getchu.com/soft.phtml?id=745451,200,True,"['http://www.getchu.com/brandnew/745451/c745451chara1.jpg', 'http://www.getchu.com/brandnew/745451/c745451chara2.jpg', 'http://www.getchu.com/brandnew/745451/c745451chara3.jpg', 'http://www.getchu.com/brandnew/745451/c745451chara4.jpg', 'http://www.getchu.com/brandnew/745451/c745451chara5.jpg', 'http://www.getchu.com/brandnew/745451/c745451chara6.jpg']"
http://www.getchu.com/soft.phtml?id=766709,200,True,"['http://www.getchu.com/brandnew/766709/c766709chara1.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara2.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara3.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara4.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara5.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara6.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara7.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara8.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara9.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara10.jpg', 'http://www.getchu.com/brandnew/766709/c766709chara11.jpg']"
http://www.getchu.com/soft.phtml?id=601565,200,True,"['http://www.getchu.com/brandnew/601565/c601565chara1.jpg', 'http://www.getchu.com/brandnew/601565/c601565chara2.jpg']"
http://www.getchu.com/soft.phtml?id=744542,200,True,"['http://www.getchu.com/brandnew/744542/c744542chara2.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara3.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara4.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara5.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara6.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara7.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara8.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara9.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara10.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara11.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara12.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara13.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara14.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara15.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara16.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara17.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara18.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara19.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara20.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara21.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara22.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara23.jpg', 'http://www.getchu.com/brandnew/744542/c744542chara24.jpg']"
http://www.getchu.com/soft.phtml?id=746307,200,True,"['http://www.getchu.com/brandnew/746307/c746307chara1.jpg', 'http://www.getchu.com/brandnew/746307/c746307chara2.jpg']"
http://www.getchu.com/soft.phtml?id=755808,200,True,"['http://www.getchu.com/brandnew/755808/c755808chara1.jpg', 'http://www.getchu.com/brandnew/755808/c755808chara2.jpg', 'http://www.getchu.com/brandnew/755808/c755808chara3.jpg']"
http://www.getchu.com/soft.phtml?id=785609,200,True,"['http://www.getchu.com/brandnew/785609/c785609chara1.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara2.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara3.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara4.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara5.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara6.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara7.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara8.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara9.jpg', 'http://www.getchu.com/brandnew/785609/c785609chara10.jpg']"
http://www.getchu.com/soft.phtml?id=624685,200,True,['http://www.getchu.com/brandnew/624685/c624685chara1.jpg']
http://www.getchu.com/soft.phtml?id=792200,200,True,"['http://www.getchu.com/brandnew/792200/c792200chara1.jpg', 'http://www.getchu.com/brandnew/792200/c792200chara2.jpg', 'http://www.getchu.com/brandnew/792200/c792200chara3.jpg', 'http://www.getchu.com/brandnew/792200/c792200chara4.jpg']"
http://www.getchu.com/soft.phtml?id=298245,200,True,"['http://www.getchu.com/brandnew/298245/c298245chara1.jpg', 'http://www.getchu.com/brandnew/298245/c298245chara2.jpg', 'http://www.getchu.com/brandnew/298245/c298245chara3.jpg', 'http://www.getchu.com/brandnew/298245/c298245chara4.jpg', 'http://www.getchu.com/brandnew/298245/c298245chara5.jpg']"
http://www.getchu.com/soft.phtml?id=613785,200,True,"['http://www.getchu.com/brandnew/613785/c613785chara1.jpg', 'http://www.getchu.com/brandnew/613785/c613785chara2.jpg', 'http://www.getchu.com/brandnew/613785/c613785chara3.jpg', 'http://www.getchu.com/brandnew/613785/c613785chara4.jpg', 'http://www.getchu.com/brandnew/613785/c613785chara5.jpg', 'http://www.getchu.com/brandnew/613785/c613785chara6.jpg', 'http://www.getchu.com/brandnew/613785/c613785chara7.jpg']"
http://www.getchu.com/soft.phtml?id=666413,200,True,"['http://www.getchu.com/brandnew/666413/c666413chara1.jpg', 'http://www.getchu.com/brandnew/666413/c666413chara2.jpg', 'http://www.getchu.com/brandnew/666413/c666413chara3.jpg', 'http://www.getchu.com/brandnew/666413/c666413chara4.jpg', 'http://www.getchu.com/brandnew/666413/c666413chara5.jpg', 'http://www.getchu.com/brandnew/666413/c666413chara6.jpg', 'http://www.getchu.com/brandnew/666413/c666413chara7.jpg', 'http://www.getchu.com/brandnew/666413/c666413chara8.jpg']"
http://www.getchu.com/soft.phtml?id=637345,200,True,"['http://www.getchu.com/brandnew/637345/c637345chara1.jpg', 'http://www.getchu.com/brandnew/637345/c637345chara2.jpg']"
http://www.getchu.com/soft.phtml?id=750596,200,True,"['http://www.getchu.com/brandnew/750596/c750596chara1.jpg', 'http://www.getchu.com/brandnew/750596/c750596chara2.jpg']"
